"COUNTY","CITY","ADDRESS","DATE"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2020 11TH NW ST                    ","6/4/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1020 50TH SW ST                   ","6/17/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4624 PARK W PL                    ","6/17/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3149 72ND SW ST                   ","6/24/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3300 28 SW ST 107                 ","6/27/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3917 LIBERTY W ST                 ","6/30/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2432 48TH SW                      ","6/30/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         5505 BROOKLINE N AVE               ","7/1/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2337 15 NW ST                      ","7/1/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         105 44TH SW                        ","7/5/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2135 32 NW                         ","7/7/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2029 31ST NW TER                  ","7/21/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         5314 WILLOW CLIFF RD               ","8/6/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1915 DOGWOOD CT                    ","8/6/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2400 MACARTHUR S AVE 197           ","8/7/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         12401 MACARTHUR N AVE 3207        ","8/20/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         8081 SHIELDS SE 19                ","8/21/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3109 72ND SW ST                   ","8/25/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4724 44TH SE ST C                 ","8/27/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         147 74TH SW H                      ","9/3/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4016 47TH SE                       ","9/8/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         333 5TH NW 1704                   ","9/12/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1304 IRVING S ST                  ","9/19/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         608 ANITA N DR                    ","9/28/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2505 90 SW ST                     ","9/29/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         739 VILLAGE SOUTH DR 120          ","10/13/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2230 28TH SW                      ","10/16/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1609 32ND SW ST                   ","10/16/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3039 11TH SW ST                   ","11/16/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1528 82 SW                        ","11/17/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2512 22 SW                        ","11/24/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2009 8 SW ST                      ","11/27/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         9717 10 NW 339                    ","11/28/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3305 48TH SW                      ","12/1/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         719 28 SE ST                      ","12/3/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3600 WILSHIRE E                   ","12/14/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1520 YOUNGS S                     ","12/18/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2712 INDIANA S AVE                ","12/30/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4025 MERIDIAN N                   ","12/30/2003"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4025 23RD SW                       ","1/2/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         916 ROCKWOOD S                     ","1/8/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         7176 LYREWOOD LN 289              ","1/10/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2825 30 SW                        ","1/12/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         5012 BROOKLINE S                  ","1/20/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         7408 KNIGHT LAKE DR 220           ","1/21/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4322 BLACKWELDEN N                 ","2/4/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1508 30 SW                         ","2/7/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1425 104 NW TER                    ","2/9/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2312 HUDSON S                     ","2/16/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         6100 MAY N                        ","2/17/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2035 BRITTON E RD                 ","2/20/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         6110 MAY N 27                     ","3/11/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         7631 12TH NW                      ","3/12/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2223 32 SW ST                     ","3/17/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         12027 ASHFORD DR                  ","3/21/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         8101 YOUNGS S BLVD                ","3/27/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         6120 COUNTRY RIDGE LN              ","4/6/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1512 1/2 YOUNGS S BLVD             ","4/7/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3220 84 SW ST                      ","4/7/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1312 25 SW ST 3                    ","4/8/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         103 22 SW ST                      ","4/13/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1155 WILSHIRE W                    ","5/1/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3501 META S AVE                    ","5/8/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3824 37 SW                         ","5/9/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         9628 29 SE ST 4                   ","6/22/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4313 16 NW                        ","6/22/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         5712 19 NW ST 215                 ","6/24/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2312 HUDSON S A                   ","6/24/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3500 DOUGLAS S BLVD 11             ","7/7/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         6805 13 NW ST                     ","7/21/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1332 74 SW ST 227A                ","8/31/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1201 9TH NW ST                    ","8/31/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         6520 57TH SE                      ","9/22/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1417 96 NW                        ","9/29/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         27 42 SW ST                       ","11/5/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4801 BERRYMAN RD                  ","11/12/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1425 51 SW ST                     ","12/25/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         900 FARA N                        ","12/26/2004"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         5804 HARVEY S AVE B               ","1/10/2005"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2444 BINKLEY W C                  ","2/17/2005"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2004 27 NW                         ","5/4/2005"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         8300 DOUGLAS S                     ","8/3/2005"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         33 COPELAND                       ","10/2/2005"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3524 DUMAS AVE                    ","11/23/2005"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         500 45 SE ST                       ","2/3/2006"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         624 71 SE ST                      ","2/13/2006"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         5607 ARROWOOD DR                   ","4/1/2006"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3745 37TH SW ST                    ","4/8/2006"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         5720 19TH NW ST 124               ","4/11/2006"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1721 1/2 4TH NW                    ","1/5/2007"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1001 32ND SW                      ","5/11/2009"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4147 20 NW                        ","4/12/2010"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1628 7TH NW                       ","11/7/2010"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY        2701 EAST LINDSEY LANE 3           ","7/23/2012"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY        4214 HOLIDAY PLACE                 ","8/16/2012"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY        8901 AARON DR DRIVE                ","1/21/2014"
"OKLAHOMA"," PAULS"," PAULS VALLEY          2916 53 SW ST                     ","3/18/2002"
"OKLAHOMA"," SPENCER"," 2125 18TH NW                      ","7/13/2003"
"OKLAHOMA"," VALLEY"," VALLEY BROOK          4805 BROOKLINE S AVE              ","3/12/2001"
"OKLAHOMA"," VALLEY"," VALLEY BROOK         512 NORTHWEST 9TH STREET           ","8/10/2010"
"OKLAHOMA"," VILLAGE"," 1008 SOUTHEAST 51ST STREET         ","1/18/2003"
"OKLAHOMA"," WARR"," WARR ACRES           2805 SOUTHEAST 57TH STREET         ","9/25/2000"
"OKLAHOMA"," WARR"," WARR ACRES           5613 ARROW DRIVE                    ","2/1/2001"
"OKLAHOMA"," WARR"," WARR ACRES           708 WATERVIEW ROAD                 ","4/17/2001"
"OKLAHOMA"," WARR"," WARR ACRES           7316 KINGS RIDGE ROAD              ","10/21/2003"
"OKLAHOMA"," WILSON"," 2708 CRAMER                        ","5/4/2001"
"OKMULGEE"," BEGGS"," 5404 MACARTHUR N BLVD             ","7/28/2000"
"OKMULGEE"," BEGGS"," 3719 ST CHARLES N                 ","5/15/2009"
"OKMULGEE"," BEGGS"," 5710 42ND NW ST                   ","10/8/2009"
"OKMULGEE"," BEGGS"," 6037 58TH NW ST                   ","8/26/2011"
"OKMULGEE"," HENRYETTA"," 4702 HARVARD N AVE                ","3/25/2001"
"OKMULGEE"," HENRYETTA"," 1225 ANDERSON W                   ","12/3/2001"
"OKMULGEE"," HENRYETTA"," 17501 HOGGBACK RD                 ","10/22/2002"
"OKMULGEE"," HENRYETTA"," 8775 220 N RD                     ","6/10/2009"
"OKMULGEE"," HENRYETTA"," 405 NORTH MUSKOGEE STREET          ","8/18/2009"
"OKMULGEE"," HENRYETTA"," 9881 LITTLE ROAD                   ","9/17/2009"
"OKMULGEE"," HENRYETTA"," 9984 OLD HWY 75                     ","3/9/2010"
"OKMULGEE"," HENRYETTA"," 18460 HOFFMAN RD                   ","9/8/2011"
"OKMULGEE"," MOUNDS"," 3 3 RT 585                        ","4/10/2006"
"OKMULGEE"," MOUNDS"," 1204 DOLLINS N ST                 ","7/22/2011"
"OKMULGEE"," OKMULGEE"," 10165 CHESTNUT ST                  ","9/1/2000"
"OKMULGEE"," OKMULGEE"," 1211 DOLLINS N                     ","1/8/2001"
"OKMULGEE"," OKMULGEE"," 31445 SOUTH 210 ROAD               ","1/16/2001"
"OKMULGEE"," OKMULGEE"," 509 NORTHEAST 1ST STREET           ","5/10/2001"
"OKMULGEE"," OKMULGEE"," 307 NORTH 7TH STREET                ","8/9/2001"
"OKMULGEE"," OKMULGEE"," 415 EAST ORANGE STREET              ","2/4/2002"
"OKMULGEE"," OKMULGEE"," 203 SOUTH 17TH STREET               ","3/8/2002"
"OKMULGEE"," OKMULGEE"," 21355 SMITH ROAD                    ","9/8/2002"
"OKMULGEE"," OKMULGEE"," 2345 NORTH 230 PLAZA               ","1/27/2003"
"OKMULGEE"," OKMULGEE"," 14744 CREAGOR ROAD                 ","1/31/2003"
"OKMULGEE"," OKMULGEE"," 450 GRACE N                       ","2/18/2003"
"OKMULGEE"," OKMULGEE"," 400 OKLAHOMA N ST                 ","4/23/2003"
"OKMULGEE"," OKMULGEE"," 1200 MADISON N                    ","4/24/2003"
"OKMULGEE"," OKMULGEE"," 413 1/2 TAFT N ST                 ","8/23/2003"
"OKMULGEE"," OKMULGEE"," 616 FLORIDA S ST                  ","3/18/2004"
"OKMULGEE"," OKMULGEE"," 1406 OKMULGEE N ST                ","9/15/2004"
"OKMULGEE"," OKMULGEE"," 10500 191 N RD                    ","9/19/2004"
"OKMULGEE"," OKMULGEE"," 2409 4TH E ST                     ","9/24/2006"
"OKMULGEE"," OKMULGEE"," 1408 EUFAULA W ST                 ","8/13/2008"
"OKMULGEE"," OKMULGEE"," 810 9TH W ST                      ","4/22/2009"
"OKMULGEE"," OKMULGEE"," 716 EMERSON                       ","8/28/2009"
"OKMULGEE"," OKMULGEE"," 12950 BANYAN W RD                 ","11/4/2009"
"OKMULGEE"," OKMULGEE"," 1400 OKMULGEE N ST                ","2/23/2010"
"OKMULGEE"," OKMULGEE"," 10165 CHESTNUT RD                 ","3/25/2010"
"OKMULGEE"," OKMULGEE"," 1721 COLLINS N ST                  ","4/1/2010"
"OKMULGEE"," OKMULGEE"," 3465 PICKERING DRIVE                ","9/4/2010"
"OKMULGEE"," OKMULGEE"," 1200 NORTH MADISON                 ","11/5/2010"
"OKMULGEE"," OKMULGEE"," 1611 PARK LANE                     ","11/22/2010"
"OKMULGEE"," OKMULGEE"," 2710 NORTH MIAMI AVENUE 403        ","12/17/2010"
"OKMULGEE"," OKMULGEE"," 1402 EAST 4TH STREET               ","12/20/2010"
"OKMULGEE"," OKMULGEE"," 800 NORTH OKMULGEE STREET          ","7/27/2011"
"OKMULGEE"," OKMULGEE"," 815 WEST 7 STREET                  ","8/16/2011"
"OKMULGEE"," OKMULGEE"," 618 SOUTH MORTON AVENUE             ","9/8/2011"
"OSAGE"," BARNSDALL"," 1400 EAST 36TH STREET               ","1/3/2000"
"OSAGE"," BARNSDALL"," 217 WEST 9TH STREET                ","2/22/2000"
"OSAGE"," BARNSDALL"," 100 CREEK FOREST 182               ","2/20/2009"
"OSAGE"," BARNSDALL"," 1231 WEST 6TH STREET 1             ","5/20/2009"
"OSAGE"," BARTLESVILLE"," 1002 NORTH WILLIAMS                ","1/29/2003"
"OSAGE"," BARTLESVILLE"," 1006 WEST 7TH STREET               ","10/14/2010"
"OSAGE"," BARTLESVILLE"," 718 NORTH GRIFFIN AVENUE           ","12/18/2010"
"OSAGE"," BARTLESVILLE"," 1412 WEST 6TH STREET               ","2/18/2011"
"OSAGE"," BURBANK"," 917 WEST FIRST                     ","3/30/2002"
"OSAGE"," FAIRFAX"," 4775 224 N RD                     ","1/14/2000"
"OSAGE"," FAIRFAX"," 206 5 N ST                        ","7/18/2002"
"OSAGE"," FAIRFAX"," 201 MAPLE W ST                    ","1/12/2003"
"OSAGE"," HOMINY"," 219 WEST BIRCH                      ","6/3/2003"
"OSAGE"," HOMINY"," WEST MAPLE STREET 512             ","6/25/2003"
"OSAGE"," HOMINY"," 322 COUNTY TOAD 3002               ","10/7/2010"
"OSAGE"," OSAGE"," 12603 STATE HWY 123                ","5/24/2009"
"OSAGE"," PAWHUSKA"," 439 CARTER AVE                    ","10/25/2001"
"OSAGE"," PAWHUSKA"," 560 1 N ST                        ","4/25/2002"
"OSAGE"," PAWHUSKA"," 903 MCKINNELY                     ","10/8/2002"
"OSAGE"," PAWHUSKA"," 351 TALLCHIEF                      ","5/6/2008"
"OSAGE"," PAWHUSKA"," 518 1ST W                         ","2/22/2010"
"OSAGE"," PONCA"," PONCA CITY            1313 CANARY DR                    ","5/13/2009"
"OSAGE"," PONCA"," PONCA CITY           1519 DENOYA                        ","3/31/2010"
"OSAGE"," SAND"," SAND SPRINGS         823 EAST 12TH STREET               ","9/27/2001"
"OSAGE"," SAND"," SAND SPRINGS          8 TIMBERLINE                      ","6/25/2002"
"OSAGE"," SKIATOOK"," 3732 KELLY AVE                    ","6/28/2001"
"OSAGE"," SKIATOOK"," CATFISH DRIVE 252                  ","8/5/2002"
"OSAGE"," SKIATOOK"," 153 VICTORY STREET                 ","8/28/2003"
"OSAGE"," SKIATOOK"," 564 NORTH CITY VIEW                ","9/28/2004"
"OSAGE"," SKIATOOK"," 3875 197TH W N AVE                ","9/14/2006"
"OSAGE"," SKIATOOK"," 9823 MOVELIA HILLS                 ","5/9/2007"
"OSAGE"," SKIATOOK"," 9803 BRIAR CLIFF RD               ","10/22/2008"
"OSAGE"," SKIATOOK"," 2223 OVERLOOK DRIVE                 ","5/4/2009"
"OSAGE"," SKIATOOK"," 2998 WEST 177TH WEST AVENUE        ","8/17/2009"
"OSAGE"," SKIATOOK"," 5028 NORTH BUCK TRAIL              ","9/28/2009"
"OSAGE"," SPERRY"," 114 BIGHORN N ST 9                 ","2/6/2001"
"OSAGE"," SPERRY"," 4 J-VINE RD                       ","6/29/2001"
"OSAGE"," SPERRY"," 4607 MUNSON W RD                   ","1/8/2003"
"OSAGE"," SPERRY"," 5561 NORTH JAVINE HILL ROAD        ","3/21/2003"
"OSAGE"," SPERRY"," 704 SOUTH PERSHING STREET          ","3/24/2003"
"OSAGE"," SPERRY"," 4217 WEST PERRIER STREET           ","5/31/2003"
"OSAGE"," SPERRY"," 420 WEST 6TH STREET                ","7/10/2008"
"OSAGE"," TULSA"," 415 NORTH CHOCTAW STREET           ","5/15/2002"
"OSAGE"," TULSA"," 213 NORTH BUFFALO STREET           ","6/10/2002"
"OSAGE"," TULSA"," 415 NORTH CHOCTAW                   ","1/2/2003"
"OSAGE"," 9452"," 9452 OSAGE N DR                   ","2/26/2006"
"OTTAWA"," AFTON"," 4110 WEST 53RD N AVENUE            ","5/25/2001"
"OTTAWA"," AFTON"," 1403 UNION N AVE                  ","6/24/2010"
"OTTAWA"," COMMERCE"," 3536 35TH N ST                     ","5/4/2001"
"OTTAWA"," COMMERCE"," 6002 58TH NW ST                   ","5/27/2002"
"OTTAWA"," FAIRLAND"," 3536 35TH W N AVE                 ","3/30/2001"
"OTTAWA"," FAIRLAND"," 3034 WEST 43RD ST N STREET         ","12/29/2002"
"OTTAWA"," FAIRLAND"," 4744 NORTH 53RD W STREET            ","1/4/2003"
"OTTAWA"," FAIRLAND"," 3808 WEST 43RD ST. NORTH            ","7/2/2008"
"OTTAWA"," MIAMI"," 106 ROSS S                        ","10/5/2001"
"OTTAWA"," MIAMI"," 314 DOWNING S                     ","5/29/2003"
"OTTAWA"," MIAMI"," 106 NORTH 1ST                      ","9/15/2003"
"OTTAWA"," MIAMI"," 310 MAIN N                        ","9/23/2003"
"OTTAWA"," MIAMI"," 116 QUINCY N ST                   ","1/26/2004"
"OTTAWA"," MIAMI"," 193 EAST 61201 ROAD                 ","8/6/2006"
"OTTAWA"," MIAMI"," 2230 WILLOW LN                    ","12/7/2006"
"OTTAWA"," MIAMI"," 505 ROCKDALE AVE                   ","2/5/2008"
"OTTAWA"," MIAMI"," 225 8TH SE AVE                    ","12/5/2008"
"OTTAWA"," MIAMI"," 11619 LAKE S DR                   ","10/5/2010"
"OTTAWA"," MIAMI"," 114 1/2 F NW ST                   ","1/18/2011"
"OTTAWA"," MIAMI"," 412 NORTHWEST J STREET             ","3/21/2011"
"OTTAWA"," MIAMI"," 1400 NORTHEAST 16TH AVENUE         ","8/10/2011"
"OTTAWA"," MIAMI"," 520 NORTHEAST F STREET             ","7/12/2012"
"OTTAWA"," MIAMI"," 215 SOUTHEAST F ST SE STREET       ","12/13/2013"
"OTTAWA"," NORTH"," NORTH MIAMI          623 NEBRASKA STREET                ","10/10/2012"
"OTTAWA"," PICHER"," 306 NORTHEAST 11TH PLACE           ","1/16/2001"
"OTTAWA"," PICHER"," 307 NORTHWEST L STREET             ","9/18/2001"
"OTTAWA"," PICHER"," 57765 EAST 40TH ROAD               ","12/6/2001"
"OTTAWA"," PICHER"," 2040 NORTHEAST A STREET            ","10/17/2002"
"OTTAWA"," QUAPAW"," 207 SOUTHEAST M STREET 1           ","12/5/2001"
"OTTAWA"," QUAPAW"," 21 NORTHEAST H                     ","11/12/2002"
"OTTAWA"," QUAPAW"," 200 CHESTNUT STREET                 ","2/1/2012"
"OTTAWA"," WYANDOTTE"," 2013 SOUTHWEST P                   ","1/19/2000"
"OTTAWA"," WYANDOTTE"," 315 NORTHWEST S STREET             ","2/16/2001"
"OTTAWA"," WYANDOTTE"," 321 NORTHWEST PARK AVENUE           ","4/4/2001"
"OTTAWA"," WYANDOTTE"," 118 SOUTHEAST C STREET             ","11/5/2004"
"OTTAWA"," WYANDOTTE"," 321 PICHER ST                      ","2/7/2011"
"OTTAWA"," WYANDOTTE"," 68800 EAST 134TH ROAD              ","10/8/2012"
"PAWNEE"," CLEVELAND"," 68651 EAST COUNTRY ROAD 175        ","3/27/2003"
"PAWNEE"," TERLTON"," 110 SLOAN S ST                     ","9/7/2001"
"PAYNE"," CUSHING"," 305 WEST DELAWARE STREET 8          ","3/9/2001"
"PAYNE"," CUSHING"," 99 CLUB RD                       ","12/7/2001"
"PAYNE"," CUSHING"," 225 DIVINE E ST                   ","11/29/2003"
"PAYNE"," CUSHING"," 43101 EAST 43RD ROAD               ","12/6/2003"
"PAYNE"," CUSHING"," 314 LUELLA N ST                   ","9/26/2011"
"PAYNE"," CUSHING"," 925 EAST 2ND STREET                ","2/23/2012"
"PAYNE"," CUSHING"," 1108 EAST E GREENLEE ST            ","12/4/2013"
"PAYNE"," DRUMRIGHT"," 1040 BRETHREN S RD                 ","9/4/2001"
"PAYNE"," DRUMRIGHT"," 3745 LINWOOD N RD                 ","1/27/2003"
"PAYNE"," GLENCOE"," 700 SOUTH CLEVELAND AVENUE         ","1/14/2011"
"PAYNE"," ORLANDO"," 1209 GREEN LEE                     ","7/31/2001"
"PAYNE"," PERKINS"," 1227 EAST GREENLEE STREET          ","3/17/2003"
"PAYNE"," PERKINS"," 1200 EAST PECAN #16                ","11/21/2003"
"PAYNE"," PERKINS"," 3923 NORTH LINWOOD                 ","5/25/2009"
"PAYNE"," PERKINS"," 509 EAST WALNUT                    ","8/25/2009"
"PAYNE"," PERKINS"," 6619 WEST MAIN STREET              ","8/13/2010"
"PAYNE"," PERKINS"," EAST MOSES STREET             ","9/7/2010"
"PAYNE"," PERKINS"," 1307 MAIN N ST                     ","9/7/2010"
"PAYNE"," STILLWATER"," 111 SOUTH ROSE AVENUE              ","2/12/2000"
"PAYNE"," STILLWATER"," 5606 104TH E ST                   ","2/29/2000"
